ENST00000447771	1
ENST00000329451	1
ENST00000570330	11
ENST00000374450	21
ENST00000529099	0
ENST00000356607	3
ENST00000578434	1
ENST00000547247	0
ENST00000590856	41
ENST00000264972	0
ENST00000473730	1
ENST00000444836	14
ENST00000595541	4
ENST00000583127	21
ENST00000466707	2
ENST00000512242	4
ENST00000600987	2
ENST00000304581	0
ENST00000517393	1
ENST00000297347	46
ENST00000420411	3
ENST00000258455	1
ENST00000216185	10
ENST00000510979	9
ENST00000490121	4
ENST00000481522	3
ENST00000493867	2
ENST00000470209	2
ENST00000487131	1
ENST00000589060	2
ENST00000599097	0
ENST00000407911	4
ENST00000357360	2
ENST00000315436	14
ENST00000622960	1
ENST00000228740	12
ENST00000638069	18
ENST00000426126	63
ENST00000467041	2
ENST00000421694	8
ENST00000506317	1
ENST00000465694	3
ENST00000368302	3
ENST00000221232	31
ENST00000375976	36
ENST00000522321	4
ENST00000463233	11
ENST00000618406	1
ENST00000444214	1
ENST00000511161	0
ENST00000503196	31
ENST00000611722	0
ENST00000537421	3
ENST00000567038	51
ENST00000371377	3
ENST00000391762	3
ENST00000375069	7
ENST00000479961	5
ENST00000230124	17
ENST00000460291	0
ENST00000483805	4
ENST00000446987	1
ENST00000467301	12
ENST00000489372	28
ENST00000466126	3
ENST00000561569	17
ENST00000368149	2
ENST00000359681	14
ENST00000591725	6
ENST00000488381	4
ENST00000505236	6
ENST00000343004	5
ENST00000441657	2
ENST00000620430	0
ENST00000360416	11
ENST00000491010	1
ENST00000377485	1
ENST00000478641	2
ENST00000357949	16
ENST00000527670	1
ENST00000547165	1
ENST00000525513	5
ENST00000549184	0
ENST00000465601	0
ENST00000498738	4
ENST00000457540	88
ENST00000361696	2
ENST00000488329	0
ENST00000474426	2
ENST00000373053	12
ENST00000617586	0
ENST00000552576	2
ENST00000581412	1
ENST00000447318	17
ENST00000379328	1
ENST00000486652	4
ENST00000607836	1
ENST00000476883	4
ENST00000377045	42
ENST00000448552	8
ENST00000360110	19
ENST00000564502	1
ENST00000467105	3
ENST00000428336	2
ENST00000430411	1
ENST00000622509	5
ENST00000216124	12
ENST00000354678	5
ENST00000577436	0
ENST00000295956	1
ENST00000536549	6
ENST00000614565	1
ENST00000592633	2
ENST00000478777	60
ENST00000355773	6
ENST00000576573	2
ENST00000533723	2
ENST00000419868	3
ENST00000379019	142
ENST00000421731	6
ENST00000521675	0
ENST00000586092	50
ENST00000469235	6
ENST00000354179	0
ENST00000552771	1
ENST00000329331	1
ENST00000397311	12
ENST00000545046	3
ENST00000612839	23
ENST00000575397	0
ENST00000575111	47
ENST00000485186	7
ENST00000602243	15
ENST00000414722	1
ENST00000559943	11
ENST00000375812	2
ENST00000367590	6
ENST00000498114	1
ENST00000557912	4
ENST00000410022	7
ENST00000470635	2
ENST00000256592	2
ENST00000609670	13
ENST00000366446	1
ENST00000499370	79
ENST00000404621	9
ENST00000377960	546
ENST00000549373	1
ENST00000503665	8
ENST00000564191	16
ENST00000591415	2
ENST00000432340	2
ENST00000548322	3
ENST00000495497	2
ENST00000568674	235
ENST00000485363	1
ENST00000560013	1
ENST00000558857	20
ENST00000525550	6
ENST00000284727	1
ENST00000588776	0
ENST00000290277	8
ENST00000460577	2
ENST00000483903	9
ENST00000521953	1
ENST00000565877	0
ENST00000370032	1
ENST00000620554	11
ENST00000378251	3
ENST00000534138	3
ENST00000542136	13
ENST00000360806	0
ENST00000521420	0
ENST00000435082	0
ENST00000589881	1
ENST00000558566	1
ENST00000519802	0
ENST00000321599	22
ENST00000533444	7
ENST00000461314	5
ENST00000427274	1
ENST00000394334	31
ENST00000564553	1
ENST00000401418	0
ENST00000487399	2
ENST00000481997	56
ENST00000487178	4
ENST00000588290	0
ENST00000368018	4
ENST00000223023	0
ENST00000360244	50
ENST00000482565	7
ENST00000380412	0
ENST00000446293	5
ENST00000594139	2
ENST00000243052	8
ENST00000424349	7
ENST00000507915	29
ENST00000531375	1
ENST00000223145	2
ENST00000600194	87
ENST00000533223	2
ENST00000484762	32
ENST00000272249	11
ENST00000467054	1
ENST00000499023	4
ENST00000615564	12
ENST00000597836	1
ENST00000475364	20
ENST00000361272	7
ENST00000507415	2
ENST00000564703	1
ENST00000216456	6
ENST00000484527	54
ENST00000366777	15
ENST00000485386	10
ENST00000609683	3
ENST00000488227	2
ENST00000558247	0
ENST00000567325	0
ENST00000564996	5
ENST00000370885	0
ENST00000510118	0
ENST00000584469	3
ENST00000271638	4716
ENST00000320548	0
ENST00000453452	1
ENST00000615299	0
ENST00000594217	20
ENST00000626827	13
ENST00000547526	0
ENST00000554014	23
ENST00000444444	24
ENST00000596311	25
ENST00000410108	18
ENST00000418850	1
ENST00000433633	2
ENST00000519504	2
ENST00000593905	4
ENST00000448245	1
ENST00000357443	15
ENST00000636079	4
ENST00000401041	3
ENST00000586242	2
ENST00000487971	1
ENST00000530401	3
ENST00000527176	0
ENST00000619021	2
ENST00000238616	12
ENST00000439308	0
ENST00000494066	0
ENST00000550988	2
ENST00000347486	0
ENST00000503979	0
ENST00000439775	1
ENST00000452799	0
ENST00000624682	0
ENST00000475035	1
ENST00000442336	175
ENST00000398238	9
ENST00000470877	3
ENST00000525707	2
ENST00000487313	0
ENST00000471354	1
ENST00000563130	2
ENST00000312349	1
ENST00000285106	8
ENST00000515322	11
ENST00000451500	40
ENST00000610177	0
ENST00000474214	3
ENST00000521154	2
ENST00000532999	0
ENST00000373808	0
ENST00000550021	1
ENST00000338560	6
ENST00000376755	21
ENST00000200457	7
ENST00000492001	10
ENST00000506230	2
ENST00000396013	29
ENST00000353999	51
ENST00000568064	21
ENST00000489186	42
ENST00000497591	0
ENST00000559255	173
ENST00000373316	301
ENST00000427820	2
ENST00000525266	1
ENST00000453833	3
ENST00000368457	0
ENST00000586025	3
ENST00000491895	2
ENST00000564630	7
ENST00000433868	0
ENST00000624637	4
ENST00000459858	3
ENST00000552978	9
ENST00000589739	49
ENST00000549725	7
ENST00000493238	4
ENST00000587637	0
ENST00000534375	6
ENST00000463083	2
ENST00000462569	1
ENST00000474315	7
ENST00000485982	3
ENST00000554619	1
ENST00000493023	1
ENST00000585266	5
ENST00000561026	1
ENST00000441146	17
ENST00000353107	22
ENST00000436757	11
ENST00000307845	26
ENST00000452151	2
ENST00000568043	4
ENST00000486420	2
ENST00000620971	3
ENST00000560030	6
ENST00000535501	2
ENST00000443891	0
ENST00000600480	12
ENST00000394224	18
ENST00000545280	1
ENST00000619902	0
ENST00000558844	2
ENST00000467279	5
ENST00000508473	3
ENST00000601746	0
ENST00000419854	2
ENST00000370406	1
ENST00000628863	0
ENST00000428683	4
ENST00000578201	5
ENST00000321358	85
ENST00000513746	1
ENST00000549613	6
ENST00000487389	1
ENST00000503441	2
ENST00000554101	61
ENST00000554406	1
ENST00000551405	5
ENST00000483099	1
ENST00000281146	12
ENST00000263856	35
ENST00000471698	21
ENST00000340957	3
ENST00000053468	2
ENST00000600065	1
ENST00000550125	2
ENST00000233143	550
ENST00000529985	8
ENST00000530109	0
ENST00000440088	4
ENST00000511075	15
ENST00000488228	0
ENST00000449194	2
ENST00000608000	0
ENST00000435068	1
ENST00000590402	0
ENST00000366997	36
ENST00000529517	1
ENST00000472876	0
ENST00000465203	2
ENST00000391973	1
ENST00000529543	1
ENST00000468686	2
ENST00000235150	97
ENST00000325167	11
ENST00000529920	2
ENST00000428361	7
ENST00000588014	1
ENST00000488639	0
ENST00000539387	7
ENST00000372805	430
ENST00000480412	1
ENST00000330287	2
ENST00000630307	1
ENST00000571831	1
ENST00000557307	4
ENST00000597467	0
ENST00000592813	0
ENST00000619462	22
ENST00000413656	0
ENST00000378312	3
ENST00000479522	3
ENST00000586889	6
ENST00000473459	7
ENST00000395040	0
ENST00000484991	0
ENST00000530915	4
ENST00000466550	5
ENST00000573985	0
ENST00000413432	2
ENST00000563753	0
ENST00000539970	1
ENST00000511391	25
ENST00000588299	3
ENST00000368576	5
ENST00000531620	5
ENST00000488236	3
ENST00000470180	0
ENST00000334318	14
ENST00000367379	10
ENST00000421367	13
ENST00000606771	11
ENST00000540725	0
ENST00000534486	6
ENST00000462363	81
ENST00000262866	4
ENST00000547626	2
ENST00000409262	40
ENST00000254695	19
ENST00000611260	1
ENST00000557510	62
ENST00000544254	1
ENST00000368934	5
ENST00000439680	0
ENST00000563315	4
ENST00000292314	12
ENST00000422933	5
ENST00000372157	5
ENST00000580748	2
ENST00000424279	6
ENST00000533893	3
ENST00000593912	2
ENST00000618759	0
ENST00000369937	22
ENST00000585893	1
ENST00000602117	9
ENST00000552309	11
ENST00000008527	5
ENST00000414474	4
ENST00000438202	0
ENST00000588032	0
ENST00000413135	0
ENST00000621805	2
ENST00000308511	5
ENST00000482209	6
ENST00000493394	2
ENST00000443316	1
ENST00000388712	4
ENST00000560993	2
ENST00000310776	5
ENST00000409510	3
ENST00000261482	1
ENST00000428413	0
ENST00000397668	0
ENST00000552914	0
ENST00000486685	1
ENST00000233202	160
ENST00000268756	3
ENST00000381796	2
ENST00000591099	0
ENST00000587498	0
ENST00000525582	5
ENST00000565975	1
ENST00000598355	4
ENST00000526460	11
ENST00000524161	1
ENST00000366645	0
ENST00000366974	5
ENST00000488180	2
ENST00000534517	5
ENST00000254821	9
ENST00000567670	2
ENST00000311101	5
ENST00000261401	56
ENST00000596788	5
ENST00000548222	0
ENST00000543426	0
ENST00000524662	0
ENST00000351298	2
ENST00000416952	1
ENST00000593256	15
ENST00000437791	11
ENST00000555275	3
ENST00000633438	2
ENST00000443387	0
ENST00000467168	71
ENST00000486564	3
ENST00000483825	2
ENST00000572732	1
ENST00000555997	9
ENST00000529259	22
ENST00000216879	77
ENST00000455757	0
ENST00000368921	12
ENST00000415493	0
ENST00000348411	2
ENST00000397048	0
ENST00000225724	0
ENST00000547744	9
ENST00000257572	0
ENST00000592433	3
ENST00000016171	3
ENST00000451237	0
ENST00000515202	14
ENST00000497544	1
ENST00000421918	3
ENST00000549939	5
ENST00000463839	14
ENST00000571874	7
ENST00000392547	396
ENST00000610193	0
ENST00000415905	4
ENST00000604202	2
ENST00000504432	4
ENST00000412869	1
ENST00000507131	11
ENST00000299366	2
ENST00000438295	2
ENST00000475238	8
