ENST00000447771	0
ENST00000329451	0
ENST00000570330	32
ENST00000374450	30
ENST00000529099	8
ENST00000356607	1
ENST00000578434	1
ENST00000547247	0
ENST00000590856	19
ENST00000264972	0
ENST00000473730	0
ENST00000444836	0
ENST00000595541	0
ENST00000583127	0
ENST00000466707	0
ENST00000512242	0
ENST00000600987	0
ENST00000304581	0
ENST00000517393	1
ENST00000297347	35
ENST00000420411	0
ENST00000258455	0
ENST00000216185	9
ENST00000510979	1
ENST00000490121	4
ENST00000481522	0
ENST00000493867	4
ENST00000470209	1
ENST00000487131	0
ENST00000589060	0
ENST00000599097	0
ENST00000407911	0
ENST00000357360	1
ENST00000315436	6
ENST00000622960	0
ENST00000228740	35
ENST00000638069	1
ENST00000426126	15
ENST00000467041	2
ENST00000421694	0
ENST00000506317	0
ENST00000465694	2
ENST00000368302	26
ENST00000221232	34
ENST00000375976	12
ENST00000522321	0
ENST00000463233	29
ENST00000618406	0
ENST00000444214	3
ENST00000511161	0
ENST00000503196	0
ENST00000611722	7
ENST00000537421	1
ENST00000567038	10
ENST00000371377	0
ENST00000391762	11
ENST00000375069	4
ENST00000479961	8
ENST00000230124	16
ENST00000460291	0
ENST00000483805	0
ENST00000446987	3
ENST00000467301	16
ENST00000489372	1
ENST00000466126	0
ENST00000561569	14
ENST00000368149	1
ENST00000359681	6
ENST00000591725	1
ENST00000488381	0
ENST00000505236	9
ENST00000343004	0
ENST00000441657	0
ENST00000620430	0
ENST00000360416	1
ENST00000491010	0
ENST00000377485	2
ENST00000478641	4
ENST00000357949	78
ENST00000527670	4
ENST00000547165	0
ENST00000525513	2
ENST00000549184	0
ENST00000465601	0
ENST00000498738	1
ENST00000457540	0
ENST00000361696	8
ENST00000488329	0
ENST00000474426	2
ENST00000373053	7
ENST00000617586	0
ENST00000552576	0
ENST00000581412	0
ENST00000447318	5
ENST00000379328	0
ENST00000486652	0
ENST00000607836	0
ENST00000476883	0
ENST00000377045	74
ENST00000448552	13
ENST00000360110	3
ENST00000564502	0
ENST00000467105	3
ENST00000428336	1
ENST00000430411	0
ENST00000622509	2
ENST00000216124	146
ENST00000354678	0
ENST00000577436	3
ENST00000295956	0
ENST00000536549	0
ENST00000614565	0
ENST00000592633	1
ENST00000478777	0
ENST00000355773	2
ENST00000576573	3
ENST00000533723	0
ENST00000419868	0
ENST00000379019	58
ENST00000421731	4
ENST00000521675	0
ENST00000586092	42
ENST00000469235	0
ENST00000354179	0
ENST00000552771	64
ENST00000329331	3
ENST00000397311	0
ENST00000545046	0
ENST00000612839	11
ENST00000575397	0
ENST00000575111	73
ENST00000485186	1
ENST00000602243	6
ENST00000414722	0
ENST00000559943	5
ENST00000375812	0
ENST00000367590	2
ENST00000498114	3
ENST00000557912	0
ENST00000410022	4
ENST00000470635	0
ENST00000256592	0
ENST00000609670	0
ENST00000366446	0
ENST00000499370	20
ENST00000404621	6
