ENST00000447771	0
ENST00000329451	2
ENST00000570330	6
ENST00000374450	21
ENST00000529099	5
ENST00000356607	2
ENST00000578434	1
ENST00000547247	0
ENST00000590856	41
ENST00000264972	3
ENST00000473730	1
ENST00000444836	6
ENST00000595541	5
ENST00000583127	7
ENST00000466707	5
ENST00000512242	3
ENST00000600987	1
ENST00000304581	0
ENST00000517393	0
ENST00000297347	27
ENST00000420411	1
ENST00000258455	0
ENST00000216185	15
ENST00000510979	3
ENST00000490121	6
ENST00000481522	1
ENST00000493867	2
ENST00000470209	3
ENST00000487131	3
ENST00000589060	2
ENST00000599097	2
ENST00000407911	2
ENST00000357360	1
ENST00000315436	27
ENST00000622960	0
ENST00000228740	60
ENST00000638069	4
ENST00000426126	37
ENST00000467041	4
ENST00000421694	10
ENST00000506317	1
ENST00000465694	0
ENST00000368302	7
ENST00000221232	65
ENST00000375976	52
ENST00000522321	0
ENST00000463233	27
ENST00000618406	1
ENST00000444214	1
ENST00000511161	2
ENST00000503196	11
ENST00000611722	0
ENST00000537421	8
ENST00000567038	79
ENST00000371377	0
ENST00000391762	2
ENST00000375069	9
ENST00000479961	0
ENST00000230124	10
ENST00000460291	1
ENST00000483805	5
ENST00000446987	2
ENST00000467301	42
ENST00000489372	17
ENST00000466126	0
ENST00000561569	38
ENST00000368149	1
ENST00000359681	0
ENST00000591725	3
ENST00000488381	0
ENST00000505236	21
ENST00000343004	3
ENST00000441657	0
ENST00000620430	0
ENST00000360416	7
ENST00000491010	1
ENST00000377485	1
ENST00000478641	6
ENST00000357949	39
ENST00000527670	51
ENST00000547165	2
ENST00000525513	12
ENST00000549184	0
ENST00000465601	1
ENST00000498738	4
ENST00000457540	26
ENST00000361696	0
ENST00000488329	0
ENST00000474426	0
ENST00000373053	24
ENST00000617586	2
ENST00000552576	0
ENST00000581412	6
ENST00000447318	4
ENST00000379328	1
ENST00000486652	4
ENST00000607836	0
ENST00000476883	17
ENST00000377045	90
ENST00000448552	17
ENST00000360110	11
ENST00000564502	0
ENST00000467105	1
ENST00000428336	2
ENST00000430411	3
ENST00000622509	2
ENST00000216124	184
ENST00000354678	0
ENST00000577436	11
ENST00000295956	1
ENST00000536549	2
ENST00000614565	0
ENST00000592633	1
ENST00000478777	37
ENST00000355773	5
ENST00000576573	1
ENST00000533723	1
ENST00000419868	2
ENST00000379019	170
ENST00000421731	0
ENST00000521675	0
ENST00000586092	29
ENST00000469235	7
ENST00000354179	4
ENST00000552771	1
ENST00000329331	0
ENST00000397311	1
ENST00000545046	1
ENST00000612839	6
ENST00000575397	0
ENST00000575111	54
ENST00000485186	4
ENST00000602243	43
ENST00000414722	3
ENST00000559943	14
ENST00000375812	3
ENST00000367590	3
ENST00000498114	0
ENST00000557912	1
ENST00000410022	1
ENST00000470635	0
ENST00000256592	0
ENST00000609670	17
ENST00000366446	1
ENST00000499370	69
ENST00000404621	8
ENST00000377960	591
ENST00000549373	1
ENST00000503665	9
ENST00000564191	2
ENST00000591415	2
ENST00000432340	1
ENST00000548322	12
ENST00000495497	3
ENST00000568674	226
ENST00000485363	0
ENST00000560013	1
ENST00000558857	36
ENST00000525550	7
ENST00000284727	1
ENST00000588776	3
ENST00000290277	3
ENST00000460577	3
ENST00000483903	3
ENST00000521953	0
ENST00000565877	0
ENST00000370032	1
ENST00000620554	6
ENST00000378251	14
ENST00000534138	3
ENST00000542136	3
ENST00000360806	3
ENST00000521420	0
ENST00000435082	0
ENST00000589881	1
ENST00000558566	13
ENST00000519802	0
ENST00000321599	78
ENST00000533444	8
ENST00000461314	4
ENST00000427274	0
ENST00000394334	11
ENST00000564553	2
ENST00000401418	0
ENST00000487399	0
ENST00000481997	91
ENST00000487178	3
